"","fips","Warm","Cold","ppt","series","SYMBOL","SI_m","SI_ft"
"325",26009,14.8,-12.19,780.550937126804,"LEELANAU","ACRU",17.0578603253359,55.9641086789237
"427",26009,14.8,-12.19,780.550937126804,"OTISCO","ACRU",17.8863042617525,58.6821005963008
"478",26009,14.8,-12.19,780.550937126804,"TAWAS","ACRU",18.3948644447302,60.3506051336293
"70",26009,14.8,-12.19,780.550937126804,"CATHRO","ACRU",18.6206498585739,61.0913709270796
"19",26009,14.8,-12.19,780.550937126804,"ANGELICA","ACRU",19.0050842625534,62.3526386566714
"444",26009,14.8,-12.19,780.550937126804,"RUBICON","ACRU",19.0542242687472,62.5138591494331
"36",26009,14.8,-12.19,780.550937126804,"AU GRES","ACRU",19.3647201612657,63.5325464608456
"359",26009,14.8,-12.19,780.550937126804,"MANCELONA","ACRU",19.5099195786367,64.008922502089
"291",26009,14.8,-12.19,780.550937126804,"KAWKAWLIN","ACRU",20.0366697359681,65.7371054329661
"393",26009,14.8,-12.19,780.550937126804,"MORGANLAKE","ACRU",20.245497586058,66.422236174731
"104",26009,14.8,-12.19,780.550937126804,"CROSWELL","ACRU",20.4427714792614,67.0694602337972
"223",26009,14.8,-12.19,780.550937126804,"HALFADAY","ACRU",20.6281727620093,67.6777321588233
"274",26009,14.8,-12.19,780.550937126804,"KALKASKA","ACRU",20.7329338844503,68.0214366287738
"2",26009,14.8,-12.19,780.550937126804,"ALLENDALE","ACRU",21.0473827822097,69.0530931174858
"240",26009,14.8,-12.19,780.550937126804,"IOSCO","ACRU",21.0883936481028,69.187643202437
"206",26009,14.8,-12.19,780.550937126804,"ENSLEY","ACRU",21.0948686679936,69.2088867060159
"155",26009,14.8,-12.19,780.550937126804,"DEFORD","ACRU",21.2233894516937,69.6305428205175
"410",26009,14.8,-12.19,780.550937126804,"ONAWAY","ACRU",21.2985356942239,69.8770856109709
"87",26009,14.8,-12.19,780.550937126804,"CHARLEVOIX","ACRU",21.306820756986,69.9042675754134
"53",26009,14.8,-12.19,780.550937126804,"BLUE LAKE","ACRU",22.1731198797016,72.7464562982337
"189",26009,14.8,-12.19,780.550937126804,"EMMET","ACRU",22.44633980968,73.6428471446193
"376",26009,14.8,-12.19,780.550937126804,"MENOMINEE","ACRU",22.8128004768117,74.8451459212983
"461",26009,14.8,-12.19,780.550937126804,"SPRINGLAKE","ACRU",23.4351956182038,76.8871247316399
"257",26009,14.8,-12.19,780.550937126804,"ISLANDLAKE","ACRU",23.7691912816262,77.9829110289572
"139",26009,14.8,-12.19,780.550937126804,"DEER PARK","ACSA3",14.4593147300332,47.4386966208439
"309",26009,14.8,-12.19,780.550937126804,"KINROSS","ACSA3",15.0770802341702,49.4654863325793
"173",26009,14.8,-12.19,780.550937126804,"EAST LAKE","ACSA3",15.7434739021424,51.6518172642466
"122",26009,14.8,-12.19,780.550937126804,"DAWSON","ACSA3",15.9265382019201,52.25242192231
"326",26009,14.8,-12.19,780.550937126804,"LEELANAU","ACSA3",16.0311970122495,52.5957907226035
"343",26009,14.8,-12.19,780.550937126804,"LUPTON","ACSA3",16.1485799008509,52.9809051865187
"428",26009,14.8,-12.19,780.550937126804,"OTISCO","ACSA3",16.9111971900927,55.4829304136899
"479",26009,14.8,-12.19,780.550937126804,"TAWAS","ACSA3",17.4182057649359,57.1463443731494
"71",26009,14.8,-12.19,780.550937126804,"CATHRO","ACSA3",17.6320033065741,57.8477798772116
"445",26009,14.8,-12.19,780.550937126804,"RUBICON","ACSA3",17.9074055797123,58.7513306421006
"20",26009,14.8,-12.19,780.550937126804,"ANGELICA","ACSA3",17.9825005226301,58.9977051267391
"37",26009,14.8,-12.19,780.550937126804,"AU GRES","ACSA3",18.322679471592,60.1137777939369
"360",26009,14.8,-12.19,780.550937126804,"MANCELONA","ACSA3",18.3356739059305,60.156410452528
"292",26009,14.8,-12.19,780.550937126804,"KAWKAWLIN","ACSA3",18.9443312592133,62.1533177795713
"394",26009,14.8,-12.19,780.550937126804,"MORGANLAKE","ACSA3",19.1130109684148,62.7067288989988
"105",26009,14.8,-12.19,780.550937126804,"CROSWELL","ACSA3",19.2702850658953,63.222720032465
"224",26009,14.8,-12.19,780.550937126804,"HALFADAY","ACSA3",19.4742801742819,63.8919953224471
"275",26009,14.8,-12.19,780.550937126804,"KALKASKA","ACSA3",19.4850785153806,63.9274229507237
"3",26009,14.8,-12.19,780.550937126804,"ALLENDALE","ACSA3",19.8388623579205,65.0881310955397
"241",26009,14.8,-12.19,780.550937126804,"IOSCO","ACSA3",19.9387183728039,65.4157426929261
"207",26009,14.8,-12.19,780.550937126804,"ENSLEY","ACSA3",19.9748557075492,65.534303502458
"411",26009,14.8,-12.19,780.550937126804,"ONAWAY","ACSA3",20.0166383869021,65.6713857837994
"156",26009,14.8,-12.19,780.550937126804,"DEFORD","ACSA3",20.088990553224,65.9087616575592
"88",26009,14.8,-12.19,780.550937126804,"CHARLEVOIX","ACSA3",20.1452374980479,66.0932988781099
"54",26009,14.8,-12.19,780.550937126804,"BLUE LAKE","ACSA3",20.8859412281093,68.5234292260803
"190",26009,14.8,-12.19,780.550937126804,"EMMET","ACSA3",21.1281271599742,69.3180024933536
"377",26009,14.8,-12.19,780.550937126804,"MENOMINEE","ACSA3",21.4881101781554,70.4990491409298
"462",26009,14.8,-12.19,780.550937126804,"SPRINGLAKE","ACSA3",22.0246989253404,72.2595109099094
"258",26009,14.8,-12.19,780.550937126804,"ISLANDLAKE","ACSA3",22.3385923550812,73.2893449969857
"140",26009,14.8,-12.19,780.550937126804,"DEER PARK","BEPA",13.9725239789185,45.8416141040635
"310",26009,14.8,-12.19,780.550937126804,"KINROSS","BEPA",14.5694916417064,47.8001694281706
"174",26009,14.8,-12.19,780.550937126804,"EAST LAKE","BEPA",15.2134503409248,49.912894819307
"123",26009,14.8,-12.19,780.550937126804,"DAWSON","BEPA",15.3903515541624,50.4932793771734
"327",26009,14.8,-12.19,780.550937126804,"LEELANAU","BEPA",15.4914868959291,50.8250882412372
"344",26009,14.8,-12.19,780.550937126804,"LUPTON","BEPA",15.6049179441025,51.1972373494177
"429",26009,14.8,-12.19,780.550937126804,"OTISCO","BEPA",16.3418607771218,53.6150287963315
"480",26009,14.8,-12.19,780.550937126804,"TAWAS","BEPA",16.8318002799117,55.2224418632274
"72",26009,14.8,-12.19,780.550937126804,"CATHRO","BEPA",17.0384000623321,55.9002626716933
"446",26009,14.8,-12.19,780.550937126804,"RUBICON","BEPA",17.3045305766143,56.7733942802306
"21",26009,14.8,-12.19,780.550937126804,"ANGELICA","BEPA",17.3770973552069,57.0114742624897
"38",26009,14.8,-12.19,780.550937126804,"AU GRES","BEPA",17.7058237582376,58.0899729600972
"361",26009,14.8,-12.19,780.550937126804,"MANCELONA","BEPA",17.718380718839,58.1311703373983
"293",26009,14.8,-12.19,780.550937126804,"KAWKAWLIN","BEPA",18.3065468679598,60.06084930433
"395",26009,14.8,-12.19,780.550937126804,"MORGANLAKE","BEPA",18.4695477656911,60.5956291525299
"106",26009,14.8,-12.19,780.550937126804,"CROSWELL","BEPA",18.621527035756,61.0942488049737
"225",26009,14.8,-12.19,780.550937126804,"HALFADAY","BEPA",18.8186543959892,61.7409921128255
"276",26009,14.8,-12.19,780.550937126804,"KALKASKA","BEPA",18.8290891975515,61.7752270260876
"4",26009,14.8,-12.19,780.550937126804,"ALLENDALE","BEPA",19.1709624685562,62.8968584926384
"242",26009,14.8,-12.19,780.550937126804,"IOSCO","BEPA",19.267456706938,63.2134406395603
"208",26009,14.8,-12.19,780.550937126804,"ENSLEY","BEPA",19.3023774335209,63.3280099524963
"412",26009,14.8,-12.19,780.550937126804,"ONAWAY","BEPA",19.3427534471883,63.4604771889379
"157",26009,14.8,-12.19,780.550937126804,"DEFORD","BEPA",19.4126697881585,63.6898615097063
"89",26009,14.8,-12.19,780.550937126804,"CHARLEVOIX","BEPA",19.467023109873,63.8681860560137
"55",26009,14.8,-12.19,780.550937126804,"BLUE LAKE","BEPA",20.1827901308411,66.2165030539407
"191",26009,14.8,-12.19,780.550937126804,"EMMET","BEPA",20.416822573147,66.9843260273852
"378",26009,14.8,-12.19,780.550937126804,"MENOMINEE","BEPA",20.7646863168618,68.1256112757935
"463",26009,14.8,-12.19,780.550937126804,"SPRINGLAKE","BEPA",21.2832101388302,69.826804917422
"259",26009,14.8,-12.19,780.550937126804,"ISLANDLAKE","BEPA",21.5865359572225,70.8219683635909
"141",26009,14.8,-12.19,780.550937126804,"DEER PARK","FAGR",13.8188364278278,45.3373898550781
"311",26009,14.8,-12.19,780.550937126804,"KINROSS","FAGR",14.4092378826555,47.2744025021505
"175",26009,14.8,-12.19,780.550937126804,"EAST LAKE","FAGR",15.0461135068592,49.3638894581995
"124",26009,14.8,-12.19,780.550937126804,"DAWSON","FAGR",15.2210689360504,49.9378902101391
"328",26009,14.8,-12.19,780.550937126804,"LEELANAU","FAGR",15.3210918629786,50.2660494192211
"345",26009,14.8,-12.19,780.550937126804,"LUPTON","FAGR",15.4332752525301,50.6341051592196
"430",26009,14.8,-12.19,780.550937126804,"OTISCO","FAGR",16.1621122530262,53.0253026674087
"481",26009,14.8,-12.19,780.550937126804,"TAWAS","FAGR",16.6466627793878,54.6150353654454
"73",26009,14.8,-12.19,780.550937126804,"CATHRO","FAGR",16.8509901152077,55.2854006404451
"447",26009,14.8,-12.19,780.550937126804,"RUBICON","FAGR",17.1141933883506,56.1489284394704
"22",26009,14.8,-12.19,780.550937126804,"ANGELICA","FAGR",17.1859619854185,56.38438971594
"39",26009,14.8,-12.19,780.550937126804,"AU GRES","FAGR",17.5110726382858,57.4510257161608
"362",26009,14.8,-12.19,780.550937126804,"MANCELONA","FAGR",17.5234914814986,57.4917699524233
"294",26009,14.8,-12.19,780.550937126804,"KAWKAWLIN","FAGR",18.1051882328764,59.4002238611431
"396",26009,14.8,-12.19,780.550937126804,"MORGANLAKE","FAGR",18.2663962398719,59.9291215218894
"107",26009,14.8,-12.19,780.550937126804,"CROSWELL","FAGR",18.4167038490495,60.4222567226033
"226",26009,14.8,-12.19,780.550937126804,"HALFADAY","FAGR",18.6116629524028,61.0618863267807
"277",26009,14.8,-12.19,780.550937126804,"KALKASKA","FAGR",18.6219829787748,61.0957446810196
"5",26009,14.8,-12.19,780.550937126804,"ALLENDALE","FAGR",18.9600958936775,62.2050390212516
"243",26009,14.8,-12.19,780.550937126804,"IOSCO","FAGR",19.0555287659658,62.5181389959509
"209",26009,14.8,-12.19,780.550937126804,"ENSLEY","FAGR",19.0900653900803,62.6314481301846
"413",26009,14.8,-12.19,780.550937126804,"ONAWAY","FAGR",19.1299972971086,62.7624583238472
"158",26009,14.8,-12.19,780.550937126804,"DEFORD","FAGR",19.1991446094308,62.9893195847468
"90",26009,14.8,-12.19,780.550937126804,"CHARLEVOIX","FAGR",19.2529000843339,63.1656826913842
"56",26009,14.8,-12.19,780.550937126804,"BLUE LAKE","FAGR",19.9607941912337,65.4881699187457
"192",26009,14.8,-12.19,780.550937126804,"EMMET","FAGR",20.1922524477312,66.2475474006929
"379",26009,14.8,-12.19,780.550937126804,"MENOMINEE","FAGR",20.5362899445228,67.3762793455471
"464",26009,14.8,-12.19,780.550937126804,"SPRINGLAKE","FAGR",21.0491103834445,69.0587611005395
"260",26009,14.8,-12.19,780.550937126804,"ISLANDLAKE","FAGR",21.3490998395387,70.042978476177
"142",26009,14.8,-12.19,780.550937126804,"DEER PARK","FRNI",14.0088933172343,45.960936080165
"312",26009,14.8,-12.19,780.550937126804,"KINROSS","FRNI",14.4002873054843,47.245037091484
"176",26009,14.8,-12.19,780.550937126804,"EAST LAKE","FRNI",15.1833030127026,49.8139862621475
"125",26009,14.8,-12.19,780.550937126804,"DAWSON","FRNI",15.2116565407965,49.9070096482826
"346",26009,14.8,-12.19,780.550937126804,"LUPTON","FRNI",15.4120212343599,50.5643741284773
"329",26009,14.8,-12.19,780.550937126804,"LEELANAU","FRNI",15.5318099706135,50.9573817933515
"431",26009,14.8,-12.19,780.550937126804,"OTISCO","FRNI",16.1884693230214,53.1117759941648
"482",26009,14.8,-12.19,780.550937126804,"TAWAS","FRNI",16.623737738047,54.5398219752198
"74",26009,14.8,-12.19,780.550937126804,"CATHRO","FRNI",16.8277836833754,55.209264053069
"23",26009,14.8,-12.19,780.550937126804,"ANGELICA","FRNI",17.1881220598138,56.3914765741921
"448",26009,14.8,-12.19,780.550937126804,"RUBICON","FRNI",17.3495728558679,56.9211707869681
"40",26009,14.8,-12.19,780.550937126804,"AU GRES","FRNI",17.5134836750185,57.4589359416616
"363",26009,14.8,-12.19,780.550937126804,"MANCELONA","FRNI",17.7645002161999,58.2824810242779
"295",26009,14.8,-12.19,780.550937126804,"KAWKAWLIN","FRNI",18.1347140588366,59.4970933688863
"397",26009,14.8,-12.19,780.550937126804,"MORGANLAKE","FRNI",18.3512948496209,60.2076602677851
"108",26009,14.8,-12.19,780.550937126804,"CROSWELL","FRNI",18.5580454879803,60.885976010434
"227",26009,14.8,-12.19,780.550937126804,"HALFADAY","FRNI",18.6981662937858,61.3456899402422
"278",26009,14.8,-12.19,780.550937126804,"KALKASKA","FRNI",18.8780997783339,61.9360228947963
"210",26009,14.8,-12.19,780.550937126804,"ENSLEY","FRNI",19.0637754036689,62.5451948939267
"244",26009,14.8,-12.19,780.550937126804,"IOSCO","FRNI",19.0866044012305,62.6200931798899
"6",26009,14.8,-12.19,780.550937126804,"ALLENDALE","FRNI",19.1083097511942,62.6913049579861
"159",26009,14.8,-12.19,780.550937126804,"DEFORD","FRNI",19.1871444709504,62.9499490516746
"91",26009,14.8,-12.19,780.550937126804,"CHARLEVOIX","FRNI",19.2842975914907,63.2686928854683
"414",26009,14.8,-12.19,780.550937126804,"ONAWAY","FRNI",19.3931010540444,63.6256596261301
"57",26009,14.8,-12.19,780.550937126804,"BLUE LAKE","FRNI",20.1437665615956,66.0884729711142
"193",26009,14.8,-12.19,780.550937126804,"EMMET","FRNI",20.4066131187321,66.9508304420343
"380",26009,14.8,-12.19,780.550937126804,"MENOMINEE","FRNI",20.7252655387909,67.9962780144059
