"","series","SYMBOL","Nrows","siMin","siMax","siMean"
"169","GRATTAN","ACSA3",3,58.445778148334,71.3858346331925,65.8974308503532
"170","GRATTAN","FRAM2",1,66.5597110408167,66.5597110408167,66.5597110408167
"171","GRATTAN","PIST",2,59.6264611858368,72.8279241517114,65.8974308503532
"172","GRATTAN","QUAL",1,52.883926994841,52.883926994841,52.883926994841
"173","GRAVERAET","ACRU",1,60.8309956028441,60.8309956028441,60.8309956028441
"174","GRAVERAET","ACSA3",1,47.8513559576141,47.8513559576141,47.8513559576141
"175","GRAVERAET","BEAL2",1,50.8103185575457,50.8103185575457,50.8103185575457
"176","GRAYCALM","BEPA",1,82.9385071225817,82.9385071225817,82.9385071225817
"177","GRAYCALM","PIBA2",5,48.8180174700552,57.8642329390988,53.7368752163797
"178","GRAYCALM","PIRE",8,39.9688122070324,64.5925742938399,53.2154865829769
"179","GRAYCALM","POGR4",11,60.8309956028441,84.6139761062765,69.7183177381514
"180","GRAYCALM","POTR5",1,68.5867560206455,68.5867560206455,68.5867560206455
"181","GRAYCALM","QUAL",1,53.9522531860139,53.9522531860139,53.9522531860139
"182","GRAYCALM","QUEL",3,49.8042068403999,59.6264611858368,53.9522531860139
"183","GRAYCALM","QURU",9,56.7184443588177,69.9723004003507,62.5444330497022
"184","GRAYLING","PIBA2",13,38.7875552875537,61.4423572725489,43.800179550834
"185","GRAYLING","PIRE",1,43.7328464671777,43.7328464671777,43.7328464671777
"186","GRAYLING","QUAL",1,46.9038356255827,46.9038356255827,46.9038356255827
"187","GRAYLING","QUEL",1,45.9750774531943,45.9750774531943,45.9750774531943
"188","GRAYLING","QURU",7,35.8054263223162,51.8367550795945,43.0509875172648
"189","GREENWOOD","PIGL",1,39.9688122070324,39.9688122070324,39.9688122070324
"190","GREENWOOD","PIST",2,45.9750774531943,53.9522531860139,49.8042068403999
"191","GUARDLAKE","ACSA3",1,64.5925742938399,64.5925742938399,64.5925742938399
"192","HADLEY","TIAM",1,86.3232918086151,86.3232918086151,86.3232918086151
"193","HARTLAND","PIST",2,64.5925742938399,77.3313514733206,70.6755337106379
"194","HODENPYL","ACSA3",2,74.2991458109429,75.8000881191673,75.0458646405538
"195","HODENPYL","TIAM",2,67.9043063956348,78.8935483991617,73.1929756406687
"196","HOUGHTON","ACRU",1,89.8462121781602,89.8462121781602,89.8462121781602
"197","HOUGHTON","ACSA2",1,73.5598569578292,73.5598569578292,73.5598569578292
"198","HOUGHTON","LALA",1,36.8958638939693,36.8958638939693,36.8958638939693
"199","HOUGHTON","QUPA2",2,59.6264611858368,60.8309956028441,60.2257170833921
"200","HOWARD","ACSA3",1,59.6264611858368,59.6264611858368,59.6264611858368
"201","IOSCO","ABBA",1,54.4944823451007,54.4944823451007,54.4944823451007
"202","IOSCO","BEPA",1,57.8642329390988,57.8642329390988,57.8642329390988
"203","IOSCO","PIGL",1,69.9723004003507,69.9723004003507,69.9723004003507
"204","IOSCO","POTR5",1,64.5925742938399,64.5925742938399,64.5925742938399
"205","ISABELLA","BEPA",1,71.3858346331925,71.3858346331925,71.3858346331925
"206","ISABELLA","POGR4",3,80.4873037962905,88.9522274299799,84.332399075027
"207","ISABELLA","QURU",3,62.6835752238571,76.5618916697595,70.4403408042176
"208","ISLANDLAKE","ACSA3",1,69.9723004003507,69.9723004003507,69.9723004003507
"209","JEBAVY","ACRU",1,56.7184443588177,56.7184443588177,56.7184443588177
"210","JEBAVY","PIST",1,65.8974308503532,65.8974308503532,65.8974308503532
"211","KALKASKA","ABBA",1,42.8668780870556,42.8668780870556,42.8668780870556
"212","KALKASKA","ACRU",3,56.7184443588177,69.9723004003507,62.2670746003701
"213","KALKASKA","ACSA3",11,55.5953439125362,73.5598569578292,62.6266160499282
"214","KALKASKA","PIRE",4,71.3858346331925,76.5618916697595,73.3761869985452
"215","KALKASKA","PIST",1,54.4944823451007,54.4944823451007,54.4944823451007
"216","KALKASKA","POGR4",7,69.9723004003507,84.6139761062765,79.345659190614
"217","KARLIN","ACRU",1,59.6264611858368,59.6264611858368,59.6264611858368
"218","KARLIN","ACSA3",4,51.8367550795945,64.5925742938399,60.3764697384024
"219","KARLIN","BEPA",1,77.3313514733206,77.3313514733206,77.3313514733206
"220","KARLIN","PIRE",1,76.5618916697595,76.5618916697595,76.5618916697595
"221","KARLIN","POGR4",2,82.9385071225817,89.8462121781602,86.3232918086151
"222","KAWBAWGAM","ACRU",1,68.5867560206455,68.5867560206455,68.5867560206455
"223","KAWBAWGAM","ACSA3",1,60.8309956028441,60.8309956028441,60.8309956028441
"224","KAWKAWLIN","ACRU",1,59.6264611858368,59.6264611858368,59.6264611858368
"225","KAWKAWLIN","BEPA",1,67.9043063956348,67.9043063956348,67.9043063956348
"226","KAWKAWLIN","FRAM2",1,68.5867560206455,68.5867560206455,68.5867560206455
"227","KAWKAWLIN","POGR4",1,65.8974308503532,65.8974308503532,65.8974308503532
"228","KAWKAWLIN","TIAM",1,61.4423572725489,61.4423572725489,61.4423572725489
"229","KENNAN","POGR4",1,79.6864417424362,79.6864417424362,79.6864417424362
"230","KENNAN","QURU",1,73.5598569578292,73.5598569578292,73.5598569578292
"231","KENT","BEPA",1,62.6835752238571,62.6835752238571,62.6835752238571
"232","KENT","FRAM2",1,52.883926994841,52.883926994841,52.883926994841
"233","KENT","POGR4",1,61.4423572725489,61.4423572725489,61.4423572725489
"234","KENT","QUAL",1,50.8103185575457,50.8103185575457,50.8103185575457
"235","KENT","QURU",1,56.7184443588177,56.7184443588177,56.7184443588177
"236","KEOWNS","ACSA2",2,87.1908553145471,87.1908553145471,87.1908553145471
"237","KEOWNS","FRAM2",1,82.9385071225817,82.9385071225817,82.9385071225817
"238","KEWAUNEE","ACSA3",6,59.6264611858368,62.6835752238571,61.0341039139755
"239","KEWAUNEE","PIST",1,39.9688122070324,39.9688122070324,39.9688122070324
"240","KEWAUNEE","QURU",4,57.8642329390988,70.6755337106378,64.2704174855512
"241","KEWEENAW","ACSA3",2,59.6264611858368,61.4423572725489,60.527599746545
"242","KEWEENAW","BEPA",1,56.7184443588177,56.7184443588177,56.7184443588177
"243","KEWEENAW","POGR4",1,75.8000881191673,75.8000881191673,75.8000881191673
"244","KINGSBURY","FRAM2",1,64.5925742938399,64.5925742938399,64.5925742938399
"245","KINGSBURY","QURU",1,65.8974308503532,65.8974308503532,65.8974308503532
"246","KINGSBURY","TIAM",1,67.9043063956348,67.9043063956348,67.9043063956348
"247","KIVA","ABBA",2,53.9522531860139,59.6264611858368,56.7184443588177
"248","KIVA","ACSA3",2,59.6264611858368,59.6264611858368,59.6264611858368
"249","KIVA","PIGL",1,62.6835752238571,62.6835752238571,62.6835752238571
"250","KIVA","PIRE",2,46.9038356255827,51.8367550795945,49.3086467023471
"251","KIVA","PIST",2,43.7328464671777,51.8367550795945,47.6126963241172
"252","KIVA","POGR4",2,57.8642329390988,60.8309956028441,59.3290729700057
"253","KIVA","QURU",1,75.8000881191673,75.8000881191673,75.8000881191673
"254","KLACKING","PIBA2",1,50.8103185575457,50.8103185575457,50.8103185575457
"255","KLACKING","PIRE",1,61.4423572725489,61.4423572725489,61.4423572725489
"256","KLACKING","PIST",1,55.5953439125362,55.5953439125362,55.5953439125362
"257","KLACKING","POGR4",1,77.3313514733206,77.3313514733206,77.3313514733206
"258","KLACKING","QUAL",1,44.6163085689991,44.6163085689991,44.6163085689991
"259","KLACKING","QURU",1,60.8309956028441,60.8309956028441,60.8309956028441
"260","KOLBERG","ACSA3",8,55.5953439125362,73.5598569578292,62.6835752238571
"261","KOLBERG","PIRE",2,59.6264611858368,59.6264611858368,59.6264611858368
"262","KOLBERG","QURU",2,63.949867441047,69.9723004003507,66.8933429808045
"263","KRANSKI","PIBA2",1,60.8309956028441,60.8309956028441,60.8309956028441
"264","KRANSKI","QUEL",1,60.8309956028441,60.8309956028441,60.8309956028441
"265","LAMARTINE","ACSA3",2,59.6264611858368,59.6264611858368,59.6264611858368
"266","LAMARTINE","FRAM2",1,62.6835752238571,62.6835752238571,62.6835752238571
"267","LEELANAU","BEPA",1,55.5953439125362,55.5953439125362,55.5953439125362
"268","LEELANAU","POGR4",2,63.949867441047,74.2991458109429,68.9305485658777
"269","LEELANAU","POTR5",1,56.7184443588177,56.7184443588177,56.7184443588177
"270","LONGRIE","ACSA3",8,53.9522531860139,61.4423572725489,58.5188810508148
"271","LONGRIE","BEAL2",1,52.883926994841,52.883926994841,52.883926994841
"272","LONGRIE","PIRE",4,36.8958638939693,70.6755337106378,46.7867224889359
"273","LONGRIE","QURU",2,54.4944823451007,63.949867441047,59.033167984089
"274","LORDSTOWN","ACSA3",3,52.883926994841,63.949867441047,59.033167984089
"275","LORDSTOWN","FRAM2",1,77.3313514733206,77.3313514733206,77.3313514733206
"276","LORDSTOWN","QURU",1,61.4423572725489,61.4423572725489,61.4423572725489
"277","LUPTON","ABBA",2,41.5999703767516,51.8367550795945,46.4371346633064
"278","LUPTON","PIMA",2,38.7875552875537,44.6163085689991,41.5999703767516
"279","MADAWASKA","PIST",1,66.5597110408167,66.5597110408167,66.5597110408167
"280","MANAWA","ACSA3",2,54.4944823451007,54.4944823451007,54.4944823451007
"281","MANAWA","QURU",1,56.7184443588177,56.7184443588177,56.7184443588177
"282","MANISTEE","ACSA3",1,66.5597110408167,66.5597110408167,66.5597110408167
"283","MANISTEE","POGR4",2,57.8642329390988,89.8462121781602,72.1032741986989
"284","MANISTEE","POTR5",1,85.4643607038003,85.4643607038003,85.4643607038003
"285","MARDIN","ACSA3",4,55.5953439125362,69.9723004003507,59.7757138268669
"286","MARDIN","FRAM2",1,66.5597110408167,66.5597110408167,66.5597110408167
"287","MARDIN","QUAL",3,45.9750774531943,54.4944823451007,49.6384692004592
"288","MARDIN","QUPR2",1,58.445778148334,58.445778148334,58.445778148334
"289","MARDIN","QURU",6,59.6264611858368,71.3858346331925,62.4749778285821
"290","MARLETTE","ACSA3",1,82.9385071225817,82.9385071225817,82.9385071225817
"291","MARLETTE","FRAM2",1,74.2991458109429,74.2991458109429,74.2991458109429
"292","MARLETTE","PRSE2",1,82.9385071225817,82.9385071225817,82.9385071225817
"293","MATHERTON","THOC2",1,41.5999703767516,41.5999703767516,41.5999703767516
"294","MCIVOR","ACRU",1,73.5598569578292,73.5598569578292,73.5598569578292
"295","MCIVOR","POGR4",1,88.9522274299799,88.9522274299799,88.9522274299799
"296","MCIVOR","POTR5",1,74.2991458109429,74.2991458109429,74.2991458109429
"297","MEEHAN","BEPA",1,66.5597110408167,66.5597110408167,66.5597110408167
"298","MEEHAN","PIBA2",1,59.6264611858368,59.6264611858368,59.6264611858368
"299","MEEHAN","QUEL",1,65.8974308503532,65.8974308503532,65.8974308503532
"300","MELITA","ACSA3",1,61.4423572725489,61.4423572725489,61.4423572725489
"301","MELITA","PIBA2",1,51.8367550795945,51.8367550795945,51.8367550795945
"302","MELITA","PIRE",1,44.6163085689991,44.6163085689991,44.6163085689991
"303","MELITA","PIST",1,59.6264611858368,59.6264611858368,59.6264611858368
"304","MENAHGA","PIRE",1,56.7184443588177,56.7184443588177,56.7184443588177
"305","MENOMINEE","BEPA",1,72.8279241517114,72.8279241517114,72.8279241517114
"306","MENOMINEE","PIRE",2,58.445778148334,68.5867560206455,63.3135556282899
"307","MENOMINEE","POGR4",3,79.6864417424362,84.6139761062765,82.3874227307889
"308","MENOMINEE","QURU",1,63.949867441047,63.949867441047,63.949867441047
"309","METEA","POGR4",1,56.7184443588177,56.7184443588177,56.7184443588177
"310","Millersburg","ACSA3",1,78.8935483991617,78.8935483991617,78.8935483991617
"311","Millersburg","TIAM",1,81.2962146475974,81.2962146475974,81.2962146475974
"312","MILLERSBURG","PIRE",1,60.8309956028441,60.8309956028441,60.8309956028441
"313","MILLERSBURG","QURU",1,58.445778148334,58.445778148334,58.445778148334
"314","MISSION","ABGR",2,45.9750774531943,51.8367550795945,48.8180174700552
"315","MISSION","LAOC",2,64.5925742938399,77.3313514733206,70.6755337106379
"316","MISSION","PICO",1,62.0598632291832,62.0598632291832,62.0598632291832
"317","MISSION","PIEN",1,88.9522274299799,88.9522274299799,88.9522274299799
"318","MISSION","TSHE",1,59.6264611858368,59.6264611858368,59.6264611858368
"319","MONTCALM","ACRU",1,68.5867560206455,68.5867560206455,68.5867560206455
"320","MONTCALM","ACSA3",5,53.9522531860139,62.6835752238571,57.4031658031519
